source_count,seed,mode,all_cleared,cleared_count,total_time_s,per_source_s,program_runtime_s,termination_reason,movement_s,measurement_s,switching_s,clearance_s
16,70263922,efficient,True,16,3441.171964210777,215.07324776317355,0.8259840999999142,all_cleared,2619.1719642107773,625.0,117.0,80.0
16,70263923,complete,True,16,9886.912950675769,617.9320594172356,0.7875172000021848,all_cleared,9055.912950675769,695.0,56.0,80.0
16,70263923,hybrid,True,16,9127.358402861224,570.4599001788265,1.5010029999975814,all_cleared,8379.358402861224,610.0,58.0,80.0
16,70263923,efficient,True,16,3068.079358518494,191.75495990740586,0.8104234999991604,all_cleared,2312.079358518494,570.0,106.0,80.0
16,70263924,complete,True,16,9301.817775779791,581.363610986237,0.7389049000012164,all_cleared,8508.817775779791,650.0,63.0,80.0
16,70263924,hybrid,True,16,9403.361655105104,587.710103444069,1.6377939999983937,all_cleared,8615.361655105104,640.0,68.0,80.0
16,70263924,efficient,True,16,3345.6673789413603,209.10421118383502,0.43917960000180756,all_cleared,2520.66737894136,630.0,115.0,80.0
16,70263925,complete,True,16,8509.836021810088,531.8647513631305,0.4784515999999712,all_cleared,7657.836021810088,700.0,72.0,80.0
16,70263925,hybrid,True,16,8539.127795234706,533.6954872021691,1.118411899999046,all_cleared,7641.127795234707,735.0,83.0,80.0
16,70263925,efficient,True,16,3211.637472192076,200.72734201200475,0.578130499998224,all_cleared,2270.637472192077,725.0,136.0,80.0
16,70263926,complete,True,16,9195.900776757264,574.743798547329,0.5663510999984283,all_cleared,8422.900776757264,635.0,58.0,80.0
16,70263926,hybrid,True,16,9283.446832313346,580.2154270195841,1.0963620000002265,all_cleared,8510.44683231335,630.0,63.0,80.0
16,70263926,efficient,True,16,3689.4187890489047,230.58867431555655,0.8772165999980643,all_cleared,2852.4187890489047,640.0,117.0,80.0
16,70263927,complete,True,16,9586.360018808213,599.1475011755133,0.6868496999995841,all_cleared,8791.360018808213,655.0,60.0,80.0
16,70263927,hybrid,True,16,9552.672459211512,597.0420287007195,1.4154125999993994,all_cleared,8767.672459211512,640.0,65.0,80.0
16,70263927,efficient,True,16,3399.4241710232272,212.4640106889517,0.7892998999996053,all_cleared,2644.4241710232263,570.0,105.0,80.0
16,70263928,complete,True,16,9066.53321411933,566.6583258824581,0.6759621999990486,all_cleared,8312.53321411933,620.0,54.0,80.0
16,70263928,hybrid,True,16,9504.13598222053,594.0084988887832,1.6841787999983353,all_cleared,8771.135982220532,595.0,58.0,80.0
16,70263928,efficient,True,16,3051.8200726040013,190.73875453775008,0.9046465999999782,all_cleared,2320.8200726040013,550.0,101.0,80.0
16,70263929,complete,True,16,9161.449712002532,572.5906070001582,0.7565982999985863,all_cleared,8364.449712002537,660.0,57.0,80.0
16,70263929,hybrid,True,16,8707.250837995214,544.2031773747009,1.3859804999992775,all_cleared,7958.250837995216,610.0,59.0,80.0
16,70263929,efficient,True,16,3168.4600653200923,198.02875408250577,0.6818685000034748,all_cleared,2395.4600653200914,585.0,108.0,80.0
16,70263930,complete,True,16,9021.35117761214,563.8344486007587,0.5557848999997077,all_cleared,8229.35117761214,645.0,67.0,80.0
16,70263930,hybrid,True,16,9028.552844312275,564.2845527695172,1.6040361000013945,all_cleared,8285.552844312275,595.0,68.0,80.0
16,70263930,efficient,True,16,3472.001087172819,217.0000679483012,0.6408699999992677,all_cleared,2680.001087172819,600.0,112.0,80.0
16,70263931,complete,True,16,9468.786725446942,591.7991703404339,0.6594124000002921,all_cleared,8638.786725446942,685.0,65.0,80.0
16,70263931,hybrid,True,16,9434.9962961688,589.68726851055,1.5295991999992111,all_cleared,8619.996296168798,665.0,70.0,80.0
16,70263931,efficient,True,16,3569.9607753381883,223.12254845863677,0.9222260999995342,all_cleared,2766.960775338189,610.0,113.0,80.0
